10,11,52
10,13,62
10,17,41
10,25,55
10,31,42
10,38,50
10,48,62
11,18,34
11,18,51
11,18,53
11,23,54
11,26,31
11,28,40
11,37,60
11,40,60
12,13,61
12,17,20
12,20,44
12,20,54
12,22,51
12,24,42
12,40,50
12,45,47
13,21,26
13,23,36
13,36,62
14,15,27
14,15,58
14,26,50
14,30,50
14,37,47
14,43,61
15,18,53
15,22,41
15,23,33
15,36,42
15,46,49
16,18,52
16,22,43
16,47,51
17,18,57
17,19,28
17,20,46
17,25,40
17,34,54
17,45,60
18,24,56
18,26,42
18,30,62
18,57,59
19,25,46
19,25,59
19,26,41
19,34,39
19,34,53
19,44,53
2,17,49
2,18,37
2,19,28
2,22,27
2,29,46
2,37,41
2,4,29
2,50,60
20,29,61
20,36,39
20,39,46
21,25,28
21,28,43
21,32,55
21,38,57
21,44,56
21,54,56
21,55,56
22,24,32
22,24,44
22,27,61
22,31,61
22,32,42
22,32,52
22,41,62
22,46,57
22,52,62
23,33,61
23,37,51
23,37,54
23,39,42
23,40,62
24,34,43
24,39,61
24,44,53
24,49,55
24,50,61
24,53,60
25,26,33
25,27,44
25,27,49
25,30,45
25,38,46
25,55,56
26,35,44
26,52,56
27,29,32
27,29,33
27,31,53
27,34,44
27,40,62
27,44,53
28,42,60
28,49,61
29,48,49
3,11,24
3,13,14
3,19,46
3,20,45
3,38,59
3,6,27
30,34,60
30,34,62
30,37,40
30,43,48
31,35,43
31,53,62
33,34,46
34,35,42
34,35,50
34,43,60
35,37,58
36,57,61
37,45,56
37,54,58
38,40,46
38,43,51
38,44,62
39,56,58
4,16,58
4,20,45
4,25,49
4,48,55
4,5,21
4,5,31
4,5,40
4,5,50
40,41,51
40,53,58
41,44,48
41,47,48
41,51,60
42,52,62
43,56,59
44,48,51
46,52,55
47,48,55
49,54,58
5,11,48
5,17,31
5,20,22
5,26,28
5,33,45
5,51,55
5,6,18
5,6,41
5,8,58
54,59,61
6,10,11
6,15,33
6,17,38
6,32,46
6,40,52
6,41,55
6,45,52
6,47,55
6,52,54
6,7,25
7,16,29
7,25,32
7,31,40
7,37,56
7,51,62
8,19,51
8,20,58
8,29,36
8,9,56
9,21,56
9,26,51
9,34,39
9,51,62
9,55,60
9,57,61
0,1,26,36
0,1,28,34
0,10,11,47
0,11,12,37
0,11,31,37
0,11,46,51
0,15,20,23
0,16,35,57
0,25,31,40
0,27,54,61
0,5,49,59
0,8,9,28
1,10,27,48
1,14,43,44
1,14,49,54
1,17,36,41
1,21,37,42
1,22,29,33
1,24,40,57
1,24,48,58
1,26,32,46
1,3,10,19
1,35,43,52
1,6,43,44
1,9,32,37
10,11,27,37
10,12,47,54
10,13,40,61
10,23,31,48
10,25,49,51
10,32,49,58
10,37,41,48
10,45,47,49
11,12,19,38
11,16,24,46
11,22,32,52
11,22,35,54
11,22,37,40
11,23,26,60
11,24,43,56
11,25,51,61
11,33,41,51
11,33,45,55
12,17,20,26
12,17,21,23
12,17,30,31
12,18,59,62
12,20,25,32
12,21,29,46
12,21,37,47
12,24,42,51
12,25,30,51
12,25,37,55
12,30,48,51
12,31,45,58
12,32,35,48
12,32,39,49
12,32,43,48
12,36,46,57
12,36,55,58
13,20,42,60
13,24,34,43
13,27,40,46
13,28,43,47
13,29,31,37
13,31,34,44
13,38,43,45
14,16,45,58
14,17,20,50
14,23,25,30
14,25,26,60
14,28,42,56
14,29,32,49
14,29,32,50
14,29,55,60
14,31,52,62
15,16,18,52
15,20,33,59
15,33,55,60
16,20,41,43
16,20,43,62
16,20,50,56
16,26,60,62
16,27,47,59
16,28,47,50
16,33,34,36
16,34,60,62
16,37,42,62
17,18,19,40
17,20,28,56
17,20,39,54
17,28,50,54
17,31,41,60
17,32,48,62
17,38,39,47
17,48,60,62
18,23,46,47
18,31,32,58
18,38,47,62
18,42,45,47
19,21,34,45
19,29,35,60
19,34,38,44
2,11,25,62
2,13,17,62
2,13,58,60
2,14,49,62
2,18,43,54
2,19,37,38
2,25,46,48
2,3,16,51
2,30,36,56
2,30,47,60
2,33,57,62
2,5,53,57
2,9,52,53
20,21,29,56
20,24,26,58
20,25,27,60
20,38,50,62
20,40,46,59
20,40,53,57
20,55,56,57
21,22,39,56
21,25,27,38
21,25,41,51
21,27,35,61
21,32,35,49
21,34,55,56
22,23,34,46
22,26,33,35
22,26,45,54
22,28,35,61
22,41,43,55
22,50,59,60
23,25,34,37
23,29,44,47
23,41,52,53
23,43,44,47
23,51,52,56
24,25,46,61
24,36,42,58
24,48,52,59
25,26,30,47
25,31,44,45
25,31,44,47
25,40,58,59
26,27,28,60
26,31,51,60
27,28,42,46
27,35,52,62
29,39,43,55
29,43,54,57
3,10,15,27
3,10,26,43
3,10,27,36
3,10,35,50
3,22,41,58
3,23,48,52
3,36,41,42
3,38,44,61
3,38,54,57
3,4,14,30
3,5,21,56
3,7,11,46
3,7,24,48
3,7,29,41
3,9,40,57
30,35,46,60
30,35,48,60
30,38,41,61
31,33,60,61
31,34,37,52
31,36,42,62
31,47,48,50
32,35,40,49
33,36,48,59
34,37,60,61
34,43,52,55
36,44,52,53
37,38,55,56
38,39,40,61
4,10,14,57
4,11,44,47
4,13,35,59
4,16,23,55
4,21,25,48
4,23,47,48
4,5,32,60
40,48,57,58
43,50,52,55
46,52,54,59
5,11,26,54
5,12,18,31
5,13,38,44
5,14,33,44
5,14,45,51
5,15,16,23
5,16,39,42
5,17,34,62
5,27,39,60
5,31,32,36
5,35,38,56
5,7,26,53
5,8,14,21
5,8,30,56
6,10,35,57
6,12,28,47
6,15,34,45
6,22,44,51
6,34,44,58
6,41,43,48
6,8,37,41
6,9,47,49
7,11,25,49
7,12,48,50
7,14,17,45
7,15,38,49
7,18,43,53
7,20,32,48
7,23,24,45
7,26,29,57
7,29,35,62
7,30,49,54
7,32,46,62
7,35,45,55
7,8,28,35
8,11,37,48
8,12,37,56
8,16,33,54
8,17,42,53
8,25,29,31
8,33,46,55
8,36,52,58
8,39,40,42
9,10,19,21
9,10,22,28
9,12,51,54
9,17,46,54
9,24,26,48
9,24,41,58
0,1,6,22,24
0,1,6,23,42
0,10,14,18,29
0,11,20,36,47
0,12,17,18,30
0,12,23,30,42
0,12,32,50,51
0,13,35,42,56
0,17,21,50,53
0,19,27,39,49
0,2,28,33,47
0,2,29,52,55
0,2,30,37,61
0,2,5,21,23
0,23,28,54,60
0,24,33,39,53
0,24,41,45,54
0,3,6,11,54
0,3,7,26,45
0,30,46,56,61
0,39,40,61,62
0,4,7,8,32
0,5,28,45,60
1,10,20,44,57
1,14,19,23,52
1,16,19,48,60
1,2,26,48,52
1,23,34,35,44
1,3,21,32,56
1,33,37,57,61
1,35,41,51,61
1,4,7,23,42
1,5,18,44,52
1,6,10,48,55
1,6,11,14,45
1,6,11,33,35
1,6,53,54,62
1,6,7,25,58
1,6,9,17,21
1,7,24,33,61
1,8,16,21,51
1,8,38,52,60
1,9,12,47,58
10,12,22,32,42
10,14,37,40,57
10,15,30,48,55
10,17,26,36,58
10,18,20,31,55
10,18,22,39,48
10,28,56,58,61
10,32,42,46,49
11,12,19,34,61
11,13,35,44,49
11,20,21,25,57
11,20,42,56,62
11,21,26,38,39
11,22,28,30,60
11,29,38,41,58
12,16,19,20,37
12,22,34,49,61
12,23,24,25,51
12,24,39,47,53
12,31,41,61,62
13,19,22,43,61
13,20,52,53,62
13,22,51,52,62
13,36,46,56,57
14,18,24,31,49
14,23,25,29,60
14,23,26,40,44
15,21,22,31,39
15,26,36,37,44
15,30,33,38,59
16,17,19,39,50
16,17,20,25,49
16,18,44,46,56
16,19,28,40,49
16,21,31,34,57
16,31,39,40,48
17,20,27,35,47
17,20,37,40,54
17,22,33,39,60
17,26,34,57,59
17,32,42,56,61
17,37,39,43,45
17,38,45,53,61
18,21,27,48,62
18,23,24,44,51
18,33,45,51,56
18,36,55,56,58
19,20,28,32,43
19,23,34,46,57
19,24,32,50,53
2,11,19,32,51
2,12,16,28,38
2,12,19,44,50
2,12,30,45,48
2,12,34,43,44
2,13,15,34,53
2,14,25,37,54
2,16,32,40,55
2,25,27,29,59
2,25,41,42,54
2,3,11,19,41
2,35,39,41,49
2,37,54,57,60
2,9,44,53,54
20,24,38,54,56
20,35,43,51,60
21,23,33,40,48
21,39,41,51,55
22,27,28,30,58
22,29,32,47,57
23,26,39,44,60
23,28,56,57,61
24,25,34,38,52
25,28,33,43,45
25,31,37,57,61
27,28,49,57,61
27,33,51,54,57
28,39,53,57,62
28,43,49,57,60
3,14,28,38,47
3,22,31,48,53
3,26,30,48,55
3,29,42,52,58
3,31,34,37,41
3,37,41,42,56
3,4,10,23,61
3,4,13,23,62
3,9,23,27,42
33,39,40,42,51
33,44,46,51,59
4,10,21,29,54
4,11,22,33,59
4,11,33,57,59
4,13,20,42,62
4,19,30,31,34
4,21,31,43,53
4,32,43,46,60
4,34,40,43,53
4,5,13,28,42
4,5,16,48,58
4,7,9,56,62
4,9,10,39,62
40,44,46,58,60
41,50,52,53,60
5,10,17,39,43
5,14,20,23,28
5,14,22,24,62
5,14,38,39,59
5,15,40,50,52
5,20,29,54,62
5,23,30,31,57
5,24,25,39,40
5,24,26,43,59
5,6,12,42,59
5,6,15,20,43
5,6,27,53,57
5,7,24,29,39
5,9,21,43,53
5,9,30,54,57
6,10,35,40,44
6,11,20,34,43
6,12,16,22,38
6,13,43,47,61
6,14,19,39,52
6,14,45,48,54
6,15,20,46,59
6,16,22,51,52
6,16,27,33,38
6,24,25,34,40
6,24,28,32,56
6,26,32,40,45
7,12,17,25,60
7,13,31,52,60
7,13,47,49,53
7,16,30,59,60
7,17,27,28,54
7,23,31,36,55
7,24,25,33,41
7,8,24,27,31
7,8,36,56,61
7,9,18,22,35
8,12,15,25,35
8,12,19,27,43
8,15,29,34,57
8,31,33,36,56
8,44,48,56,57
9,17,41,53,62
9,22,28,44,58
9,33,42,52,53
9,38,43,45,58
0,1,3,7,9,25
0,10,17,24,30,39
0,10,17,34,42,47
0,10,25,28,52,61
0,11,15,21,22,23
0,14,18,23,30,51
0,16,20,22,28,46
0,19,21,38,54,61
0,2,5,30,34,59
0,2,8,12,16,28
0,20,21,25,28,46
0,23,30,34,35,54
0,23,32,33,45,51
0,24,36,54,55,57
0,26,27,35,42,50
0,26,33,36,39,40
0,3,16,35,38,43
0,34,50,55,57,58
0,4,14,25,40,54
0,4,16,32,46,47
0,5,22,28,29,47
0,6,10,13,19,50
0,7,41,52,59,62
0,8,11,36,51,54
1,10,13,32,33,47
1,10,15,26,46,47
1,14,22,46,49,60
1,16,26,27,39,57
1,17,28,38,47,50
1,2,3,22,27,30
1,2,9,24,28,62
1,23,26,51,52,53
1,27,31,40,49,61
1,29,36,44,54,56
1,29,52,53,54,56
1,4,18,26,41,59
1,4,22,38,53,57
1,6,10,14,29,42
1,8,32,46,48,61
1,8,34,37,46,51
1,9,33,37,41,55
10,11,29,35,41,48
10,11,38,44,52,55
10,12,20,21,25,29
10,13,19,25,42,55
10,13,25,41,44,46
10,15,25,39,51,58
10,19,34,38,45,54
10,22,34,36,39,43
10,22,37,45,56,62
11,12,13,17,46,48
11,16,21,42,49,58
11,16,26,34,36,44
11,16,30,39,53,55
11,21,35,44,57,59
11,24,29,45,47,56
11,26,30,32,57,59
12,13,16,34,55,57
12,13,23,26,28,50
12,15,19,20,29,32
12,17,20,34,53,57
12,19,24,39,44,51
12,20,21,33,51,55
12,24,32,51,55,61
13,15,26,40,45,52
13,21,27,28,43,58
13,21,30,33,52,53
13,23,29,40,59,60
13,30,38,46,51,54
14,18,22,33,37,60
14,19,25,29,42,47
14,19,26,29,41,55
14,31,32,38,52,58
14,39,40,49,51,59
15,22,30,40,42,59
15,22,35,47,50,51
15,28,36,49,50,55
15,30,40,50,57,62
16,18,19,22,27,56
16,25,27,38,46,60
16,44,50,51,58,60
17,19,21,34,49,62
17,37,48,50,51,60
18,19,31,35,46,56
18,19,44,47,54,62
18,21,30,42,46,55
18,27,28,35,36,60
18,31,37,48,51,59
19,21,30,34,38,43
19,21,35,40,52,54
19,22,24,32,33,40
19,23,29,35,51,56
2,14,33,34,44,55
2,18,27,33,39,51
2,21,23,24,34,60
2,5,24,32,39,47
2,6,13,28,30,52
2,6,21,37,49,57
2,6,8,31,37,52
2,8,26,48,52,57
2,8,35,36,39,41
20,21,25,29,36,60
20,39,47,54,57,62
21,23,28,30,36,58
21,32,38,41,46,49
22,23,27,31,42,46
22,26,40,42,54,55
22,27,28,43,50,61
23,26,31,43,58,62
23,26,42,44,49,54
23,28,31,40,49,60
23,37,50,56,59,60
24,25,31,35,43,45
24,32,36,38,42,55
25,34,35,39,61,62
26,30,31,52,55,61
26,30,45,48,53,59
26,31,37,40,42,55
26,37,41,58,60,62
27,51,54,59,61,62
28,30,36,53,55,62
29,32,33,47,61,62
3,10,13,16,33,50
3,12,35,37,50,59
3,13,29,49,50,55
3,20,21,28,58,62
3,22,42,44,54,57
3,23,40,48,51,61
3,32,41,45,50,60
3,4,16,19,37,55
3,4,33,35,44,53
3,4,7,8,17,19
3,5,13,48,55,58
3,5,7,19,42,61
3,8,15,28,43,61
3,9,16,36,49,59
30,32,43,54,59,60
34,37,39,47,56,61
4,12,14,34,42,61
4,16,30,36,50,60
4,29,30,40,44,56
4,6,25,49,57,61
4,6,7,17,18,43
4,6,9,37,40,43
4,7,20,32,44,57
4,8,14,24,43,60
4,8,21,46,55,59
4,8,26,27,30,53
4,9,16,25,27,60
4,9,16,27,28,47
4,9,17,28,32,43
4,9,38,40,41,62
40,44,48,52,53,54
43,49,55,56,57,60
5,10,11,21,50,58
5,10,24,28,30,53
5,14,15,20,30,37
5,18,41,49,55,58
5,20,23,44,54,62
5,21,22,34,42,48
5,25,30,31,32,52
5,28,29,53,59,60
5,7,13,15,26,58
5,7,24,27,52,53
5,7,8,11,49,61
5,7,9,26,40,61
5,9,40,45,59,61
6,10,20,41,47,56
6,11,13,42,50,60
6,11,23,30,55,60
6,12,21,43,56,60
6,12,23,34,51,55
6,13,14,23,27,61
6,13,30,43,48,58
6,15,30,35,41,50
6,16,36,37,43,48
6,23,31,38,43,61
6,24,30,42,44,51
6,27,33,36,42,46
6,7,14,29,39,49
6,7,21,24,30,52
6,7,23,40,47,60
6,8,11,14,15,22
6,8,14,44,54,56
6,9,11,20,40,58
7,10,17,19,41,58
7,11,16,26,50,52
7,13,28,36,40,51
7,14,16,33,45,60
7,14,21,25,42,59
7,35,46,51,53,56
7,9,15,32,48,58
7,9,15,44,45,55
8,11,16,19,25,62
8,12,26,27,40,44
8,13,17,24,48,55
8,13,24,35,37,48
8,14,19,21,52,58
8,14,20,25,55,57
8,20,27,39,42,61
8,22,29,43,46,58
8,9,23,27,42,53
9,10,11,40,46,53
9,10,16,57,58,62
9,11,22,24,25,41
9,11,23,33,37,56
9,12,13,19,61,62
9,12,14,15,34,42
9,12,18,38,54,58
9,12,33,36,46,59
9,13,14,43,51,57
9,13,16,33,43,47
9,13,19,37,45,61
9,14,18,25,37,49
9,14,34,35,53,57
9,15,17,31,44,47
9,16,19,49,50,53
9,20,22,24,50,60
9,20,31,38,47,49
9,24,28,36,44,47
9,29,31,56,57,61
9,34,44,50,53,55
0,1,14,30,43,46,50
0,1,20,25,47,59,62
0,10,12,18,31,43,51
0,10,30,40,47,49,60
0,12,13,14,16,48,49
0,12,18,31,32,43,47
0,14,15,28,40,48,51
0,14,15,29,34,35,60
0,19,29,38,42,51,55
0,2,4,10,24,50,60
0,2,5,46,47,48,58
0,2,7,8,13,41,56
0,23,27,37,53,55,62
0,24,35,38,48,49,59
0,3,12,14,20,44,48
0,3,4,27,28,43,46
0,32,34,35,44,47,60
0,4,10,26,28,33,38
0,4,11,23,24,27,33
0,4,12,16,52,55,60
0,4,18,54,58,59,61
0,4,19,22,27,36,51
0,4,29,42,55,61,62
0,4,9,16,23,24,35
0,5,22,36,40,49,56
0,6,10,26,36,38,61
0,7,23,29,49,55,59
0,7,9,14,28,41,54
0,8,10,23,29,37,49
0,8,15,23,44,51,57
0,8,9,14,37,48,62
0,9,12,15,19,33,37
0,9,17,22,47,52,58
1,11,14,19,28,48,53
1,12,26,29,45,52,58
1,13,20,29,30,49,59
1,14,17,26,31,35,39
1,14,23,29,32,40,52
1,17,22,25,31,40,47
1,2,10,15,44,49,61
1,2,13,18,19,27,60
1,2,16,22,32,46,51
1,2,4,10,16,50,53
1,21,35,36,37,41,43
1,23,28,35,40,41,49
1,3,10,18,22,29,41
1,3,26,29,37,58,59
1,3,30,36,46,48,60
1,3,9,26,34,38,47
1,4,10,20,51,58,60
1,4,6,9,37,45,56
1,5,7,13,25,42,58
1,6,11,26,34,54,62
1,7,14,31,35,39,47
1,7,18,22,23,26,49
1,7,28,40,41,46,51
1,9,10,19,23,43,60
10,12,15,38,41,42,62
10,12,29,32,40,47,52
10,15,22,36,41,50,52
10,15,35,39,40,58,60
10,19,29,35,41,59,60
10,20,31,33,36,37,51
10,21,23,32,35,47,58
10,25,26,33,35,38,47
10,27,31,36,41,51,58
11,12,19,26,36,38,46
11,14,25,37,42,46,57
11,15,17,34,36,53,62
11,17,20,31,39,42,47
12,13,17,24,27,30,47
12,14,16,27,42,48,55
12,14,17,38,50,57,60
12,15,17,30,46,48,62
12,19,21,26,31,38,41
12,19,25,32,53,55,60
12,25,27,38,41,49,54
13,14,18,20,38,43,53
13,16,17,28,30,47,57
13,16,19,32,48,52,56
13,16,28,47,51,55,59
13,17,19,25,36,39,44
13,18,24,36,39,42,45
13,19,32,34,37,38,50
13,21,37,48,55,56,61
13,21,39,40,42,52,60
13,23,25,36,49,53,57
14,16,18,22,29,42,49
14,21,25,34,49,53,55
14,25,27,34,35,42,51
14,26,29,42,55,56,57
14,33,43,44,46,48,61
15,17,20,28,30,49,60
15,19,22,27,29,45,46
15,20,22,41,46,59,60
15,24,41,45,48,57,58
15,28,29,40,44,51,57
16,17,20,21,35,37,57
16,21,27,36,37,43,50
16,21,36,37,45,46,62
16,21,41,45,48,49,61
16,22,28,30,43,46,56
17,27,39,40,48,59,61
18,27,29,43,44,50,59
2,12,19,26,27,34,50
2,15,18,29,34,58,59
2,15,20,21,34,43,58
2,17,25,29,33,38,53
2,17,32,54,56,58,59
2,3,23,39,47,56,58
2,3,8,23,37,48,58
2,4,30,41,49,50,58
2,6,39,40,41,50,57
2,7,11,26,33,57,60
2,8,14,18,34,47,61
20,24,28,29,37,46,57
21,22,23,31,49,52,59
21,24,29,32,43,48,50
22,24,32,41,42,54,61
22,31,33,34,40,42,45
22,34,38,48,50,52,55
23,30,33,39,48,52,62
24,25,28,30,44,47,50
27,37,50,57,59,61,62
28,32,34,51,56,59,62
3,11,28,45,46,54,55
3,11,31,32,35,49,54
3,13,18,20,30,54,60
3,13,20,30,46,47,58
3,18,24,41,48,54,56
3,18,26,31,36,37,45
3,20,23,28,48,50,51
3,22,32,36,37,42,51
3,25,26,34,45,46,50
3,4,10,12,20,45,60
3,4,19,21,38,57,62
3,4,8,15,16,24,53
3,5,15,30,46,47,52
3,6,13,24,35,42,46
3,6,20,23,31,38,41
3,8,32,38,47,53,54
3,9,14,19,31,35,61
31,33,45,53,55,56,60
32,36,43,51,57,60,61
33,38,43,44,55,57,59
34,36,40,42,56,57,60
35,39,42,46,48,49,59
4,10,15,50,55,56,62
4,10,20,26,32,46,47
4,10,26,30,34,52,58
4,10,34,36,40,52,60
4,12,16,19,21,48,57
4,13,33,35,40,52,57
4,17,29,37,40,49,61
4,31,37,39,55,57,61
4,5,6,10,19,44,49
4,6,8,12,15,27,34
4,9,26,32,35,38,47
5,10,16,26,36,38,39
5,10,20,26,38,49,60
5,11,16,20,24,42,52
5,12,13,19,33,47,60
5,12,13,20,27,45,53
5,12,21,24,45,56,61
5,14,15,26,27,38,59
5,14,21,24,42,48,51
5,17,20,43,47,58,60
5,18,24,35,43,50,52
5,20,25,26,28,35,62
5,6,15,20,24,28,60
5,6,19,29,40,60,61
5,7,10,26,45,46,55
5,7,16,21,42,46,53
6,11,20,24,25,26,44
6,11,22,39,57,58,59
6,12,13,26,31,36,58
6,13,16,29,35,39,52
6,13,17,23,24,49,50
6,17,42,45,55,60,62
6,20,21,27,31,44,50
6,26,30,40,45,49,56
6,32,35,41,43,53,59
6,7,13,31,38,51,56
6,8,10,26,41,42,60
7,15,31,39,43,44,59
7,20,21,30,38,57,61
7,23,31,32,47,49,58
7,25,27,34,35,46,49
7,8,15,29,50,56,57
7,9,24,25,58,61,62
8,10,19,20,22,43,55
8,13,25,29,37,41,59
8,14,25,34,50,52,59
8,18,19,24,45,60,62
8,32,34,47,57,61,62
9,10,16,21,33,38,44
9,10,16,28,37,40,55
9,11,15,23,25,27,51
9,11,16,17,33,38,55
9,13,17,29,30,34,42
9,14,16,20,38,45,49
9,14,22,31,40,61,62
9,15,28,31,38,42,59
9,16,17,22,24,46,61
9,17,20,23,32,40,41
9,18,19,31,34,37,43
9,19,26,27,34,36,62
9,20,22,33,46,52,53
9,22,26,29,50,51,61
9,23,26,40,46,54,59
9,25,26,32,37,57,60
9,38,48,52,53,57,59
0,1,10,16,20,26,31,39
0,1,13,22,29,39,58,59
0,1,15,16,31,33,39,45
0,1,3,4,16,48,50,56
0,14,17,23,36,47,53,62
0,15,30,33,40,49,54,61
0,18,19,22,42,47,58,61
0,19,24,33,42,43,52,53
0,2,10,16,22,23,41,53
0,2,11,22,23,26,27,38
0,2,5,12,22,29,35,53
0,24,25,29,31,41,44,51
0,24,26,27,34,37,41,51
0,26,34,39,40,54,60,61
0,3,14,23,24,28,30,57
0,3,7,20,32,38,52,53
0,4,17,20,26,43,49,56
0,40,43,46,52,54,55,60
0,5,12,19,42,44,47,56
0,5,9,18,23,42,47,59
0,6,24,30,38,45,55,61
0,6,7,8,12,18,26,43
0,6,9,15,16,50,51,61
0,6,9,28,45,54,58,60
0,7,10,19,46,48,53,58
0,7,11,20,34,37,45,53
0,7,23,36,40,43,51,56
0,7,9,42,44,45,49,52
0,8,18,22,28,33,36,53
0,9,13,19,34,38,56,62
0,9,25,26,29,38,39,46
0,9,26,33,36,45,46,61
1,12,23,32,42,51,53,59
1,15,19,31,37,50,56,60
1,17,22,25,31,42,47,57
1,19,24,27,32,35,36,60
1,2,21,34,44,52,55,56
1,2,23,24,25,31,34,43
1,2,5,10,14,20,23,52
1,2,9,21,31,33,39,58
1,3,13,20,27,53,54,62
1,4,12,16,19,20,39,49
1,4,5,30,36,38,42,58
1,4,7,12,33,40,44,55
1,4,7,13,24,30,37,47
1,5,10,29,32,36,59,61
1,6,20,22,26,32,38,53
1,6,7,16,19,29,34,38
1,6,9,21,22,42,43,46
1,7,12,15,23,40,55,58
1,7,17,25,27,30,54,59
1,7,9,11,20,25,45,59
1,8,10,13,17,19,34,51
1,8,13,19,23,30,35,50
1,9,12,13,36,56,57,62
1,9,13,22,39,40,42,45
10,14,18,25,42,44,49,58
10,15,38,44,48,60,61,62
10,16,17,20,28,35,44,54
10,16,32,37,41,46,50,56
10,18,33,34,44,45,52,54
10,27,28,35,44,53,59,61
10,29,33,49,50,52,53,61
11,12,16,29,32,37,49,56
11,12,21,22,26,34,38,59
11,13,16,29,32,39,49,62
11,15,34,35,49,53,57,58
11,17,18,26,43,55,57,60
11,19,36,40,46,51,53,56
11,20,22,41,42,48,56,60
12,13,21,37,40,46,55,59
12,13,26,29,47,52,53,61
12,18,19,24,33,43,48,54
12,19,21,34,36,48,49,61
12,19,23,28,32,45,46,50
12,20,22,28,30,51,54,61
13,15,22,25,28,44,50,55
13,18,20,26,42,51,52,58
13,23,27,28,37,48,50,52
13,27,34,35,38,45,46,47
14,16,21,26,29,30,43,60
14,19,24,29,37,38,39,43
14,23,30,42,48,51,53,54
14,23,44,46,49,56,57,58
15,18,22,32,34,44,45,57
15,18,24,26,47,54,60,61
15,20,30,31,36,37,45,59
15,21,25,26,34,35,55,59
16,17,22,26,33,37,39,50
16,18,23,32,33,43,50,59
16,18,29,33,35,52,53,61
16,27,30,32,35,39,49,53
17,24,29,30,36,39,44,53
18,25,26,28,55,57,59,60
19,20,36,40,43,44,48,51
19,23,29,33,37,41,43,60
2,10,11,34,35,46,56,61
2,12,17,19,23,35,42,55
2,13,17,21,22,39,47,55
2,14,18,21,24,33,44,51
2,20,29,35,42,46,52,55
2,22,28,35,38,47,53,57
2,27,40,43,47,54,59,61
2,3,18,37,43,46,52,59
2,3,5,21,37,39,44,49
2,5,12,25,31,33,55,57
2,7,11,32,40,44,57,62
2,7,15,28,35,40,45,53
2,7,18,23,26,27,34,52
2,8,25,29,33,47,51,60
2,9,14,17,20,21,23,47
21,22,30,31,42,45,50,53
21,23,25,30,37,56,60,61
21,23,29,30,36,48,51,59
22,25,30,40,48,50,54,58
22,26,29,31,35,39,48,55
27,32,40,43,47,48,53,59
3,10,11,31,35,47,48,50
3,10,27,33,42,46,61,62
3,11,16,22,44,45,47,61
3,11,16,23,29,36,42,46
3,13,16,21,23,34,50,62
3,17,24,26,36,44,53,54
3,21,22,30,31,39,47,56
3,4,5,7,10,38,39,44
3,5,6,22,24,42,52,58
3,6,11,35,39,48,50,51
3,6,15,19,21,29,46,49
3,6,8,11,28,35,45,57
3,7,10,18,23,28,51,60
3,7,13,17,24,25,51,59
3,7,14,27,28,38,47,55
3,7,9,15,16,23,38,40
3,8,12,31,37,41,55,60
3,9,10,13,24,27,29,36
3,9,22,24,26,41,55,61
4,10,11,14,19,32,38,39
4,10,13,29,31,32,36,43
4,11,16,17,32,37,38,49
4,11,16,21,33,39,45,58
4,12,17,25,30,38,50,57
4,12,17,34,37,45,50,53
4,13,15,38,48,54,56,59
4,16,18,20,28,45,54,55
